iteration,best_fitness,avg_fitness,diversity,mutation_rate,crossover_rate,generations_without_improvement
39,1153.2413154698042,1109.564522541329,0.0,0.15,0.85,12
40,1153.2413154698042,1116.8622430049707,0.0,0.15,0.85,13
41,1153.2413154698042,1126.013800435375,0.0,0.15,0.85,14
42,1153.2413154698042,1117.6004743985015,0.0,0.15,0.85,15
43,1153.2413154698042,1125.17250766899,0.0,0.15,0.85,16
44,1153.2413154698042,1101.8903598706206,0.0,0.15,0.85,17
45,1153.2413154698042,1115.5310832336413,0.0,0.15,0.85,18
46,1153.2413154698042,1082.7405445585841,0.0,0.15,0.85,19
47,1153.2413154698042,1112.6763143085984,0.0,0.15,0.85,20
48,1153.2413154698042,1123.7260687435626,0.0,0.15,0.85,21
49,1153.2413154698042,1117.2527131296367,0.0,0.15,0.85,22
50,1153.2669789568488,1112.3938892425765,0.0,0.15,0.85,0
51,1153.2669789568488,1095.7640908892104,0.0,0.15,0.85,1
52,1153.2669789568488,1122.2017009221356,0.0,0.15,0.85,2
53,1153.2669789568488,1089.5481345252017,0.0,0.15,0.85,3
54,1153.2669789568488,1112.6190648985787,0.0,0.15,0.85,4
55,1153.2669789568488,1096.4175298786265,0.0,0.15,0.85,5
56,1153.2669789568488,1102.383600652556,0.0,0.15,0.85,6
57,1153.2669789568488,1124.8048948909563,0.0,0.15,0.85,7
58,1153.2669789568488,1118.835485413932,0.0,0.15,0.85,8
59,1153.2669789568488,1120.3312804987088,0.0,0.15,0.85,9
60,1153.2669789568488,1114.7760967328422,0.0,0.15,0.85,10
61,1153.2669789568488,1106.5510360058493,0.0,0.15,0.85,11
62,1153.2669789568488,1114.3360690704158,0.0,0.15,0.85,12
63,1153.2669789568488,1107.6609667623707,0.0,0.15,0.85,13
64,1153.2669789568488,1110.1396284674813,0.0,0.15,0.85,14
65,1153.2669789568488,1117.1457016535608,0.0,0.15,0.85,15
66,1153.2669789568488,1124.9014753969825,0.0,0.15,0.85,16
67,1153.2669789568488,1110.4408671547928,0.0,0.15,0.85,17
68,1154.2428523812289,1108.5316336618014,0.0,0.15,0.85,0
69,1154.2428523812289,1111.252597075069,0.0,0.15,0.85,1
70,1154.2428523812289,1082.11262855785,0.0,0.15,0.85,2
71,1154.6279701928327,1106.705310003345,0.0,0.15,0.85,0
72,1154.6279701928327,1128.9796938331278,0.0,0.15,0.85,1
73,1154.6279701928327,1126.258329598305,0.0,0.15,0.85,2
74,1154.6279701928327,1117.538688337185,0.0,0.15,0.85,3
75,1154.6279701928327,1114.1469496584843,0.0,0.15,0.85,4
76,1154.6279701928327,1142.5967759654613,0.0,0.15,0.85,5
77,1155.2071311400694,1099.8458584411183,0.0,0.15,0.85,0
78,1155.2071311400694,1126.1615249146864,0.0,0.15,0.85,1
79,1155.2071311400694,1109.1216661932795,0.0,0.15,0.85,2
80,1155.2071311400694,1113.0885944033712,0.0,0.15,0.85,3
81,1155.2071311400694,1123.8357451880945,0.0,0.15,0.85,4
82,1155.2071311400694,1125.0576828042294,0.0,0.15,0.85,5
83,1155.2071311400694,1124.0852529211725,0.0,0.15,0.85,6
84,1155.2071311400694,1119.296284718744,0.0,0.15,0.85,7
85,1155.2071311400694,1109.224542956169,0.0,0.15,0.85,8
86,1155.2790366207914,1113.9475242977444,0.0,0.15,0.85,0
87,1155.2790366207914,1111.3900050066266,0.0,0.15,0.85,1
88,1155.2790366207914,1120.6802503991594,0.0,0.15,0.85,2
89,1155.2790366207914,1117.2554187698177,0.0,0.15,0.85,3
90,1155.2790366207914,1108.9347157775753,0.0,0.15,0.85,4
91,1155.5660578013894,1125.7682073316305,0.0,0.15,0.85,0
92,1155.5660578013894,1103.7858002645048,0.0,0.15,0.85,1
93,1155.5660578013894,1123.998887447801,0.0,0.15,0.85,2
94,1155.5660578013894,1113.2101569960228,0.0,0.15,0.85,3
95,1155.5660578013894,1101.5713130707209,0.0,0.15,0.85,4
96,1155.5660578013894,1121.6339244731155,0.0,0.15,0.85,5
97,1155.5660578013894,1128.5874173966986,0.0,0.15,0.85,6
98,1155.5660578013894,1122.428842332508,0.0,0.15,0.85,7
99,1155.5660578013894,1140.532537871944,0.0,0.15,0.85,8
100,1155.5660578013894,1105.0430691038798,0.0,0.15,0.85,9
101,1155.5660578013894,1139.1882762752207,0.0,0.15,0.85,10
102,1155.5660578013894,1123.92974775455,0.0,0.15,0.85,11
103,1155.5660578013894,1124.3844706626523,0.0,0.15,0.85,12
104,1155.5660578013894,1119.6694515586744,0.0,0.15,0.85,13
105,1155.5660578013894,1113.579142521039,0.0,0.15,0.85,14
106,1155.5660578013894,1136.2260759176365,0.0,0.15,0.85,15
107,1155.5660578013894,1140.2813077008302,0.0,0.15,0.85,16
108,1155.5660578013894,1139.2307506630032,0.0,0.15,0.85,17
109,1155.5660578013894,1122.622538824674,0.0,0.15,0.85,18
110,1155.5660578013894,1127.1166375120188,0.0,0.15,0.85,19
111,1155.5660578013894,1106.6093801779346,0.0,0.15,0.85,20
112,1155.5660578013894,1112.3446191435883,0.0,0.15,0.85,21
113,1155.5660578013894,1118.6025035386813,0.0,0.15,0.85,22
114,1155.5660578013894,1104.2902768981487,0.0,0.15,0.85,23
115,1155.5660578013894,1109.3263325321402,0.0,0.15,0.85,24
116,1155.5660578013894,1116.8844154684,0.0,0.15,0.85,25
117,1155.5660578013894,1123.8765495845682,0.0,0.15,0.85,26
118,1155.5660578013894,1109.2622116766765,0.0,0.15,0.85,27
119,1155.5660578013894,1100.155099905623,0.0,0.15,0.85,28
120,1155.5660578013894,1116.337773993457,0.0,0.15,0.85,29
121,1155.5660578013894,1116.8904187150288,0.0,0.15,0.85,30
122,1155.5660578013894,1110.8604405026601,0.0,0.15,0.85,31
123,1155.5660578013894,1125.2987564330742,0.0,0.15,0.85,32
124,1155.5660578013894,1110.1468646641422,0.0,0.15,0.85,33
